G2.L2TV,G2.CPD,G2.TNL,G2.TTXD1_9
1.0,78.99032593,89.06024933,855.7477417
1.0,78.88968658,89.03462982,856.4147339
1.0,78.82479858,89.0170517,856.692627
1.0,78.27079773,88.86159515,854.0620117
1.0,78.94703674,89.05284119,855.2628174
1.0,78.74565887,88.96527863,855.8338623
1.0,78.57305145,88.90925598,854.0722046
1.0,78.60186005,89.03092957,853.7341919
1.0,78.86084747,89.04142761,853.9243774
1.0,78.46499634,88.86988831,854.1781006
1.0,78.77444458,89.03309631,854.0791016
1.0,79.35719299,89.14923859,854.8841553
1.0,79.15574646,89.10379791,856.2185059
1.0,78.93275452,88.96619415,855.0255737
1.0,78.37877655,88.73884583,853.5584106
1.0,78.38596344,88.71770477,853.256958
1.0,78.50827789,88.73363495,853.2819824
1.0,78.70248413,88.70423126,853.2196045
1.0,78.63061523,88.73149109,853.1776123
1.0,78.35002136,88.60482025,851.4245605
1.0,78.40761566,88.52881622,853.0969238
1.0,78.32860565,88.49862671,852.1271362
1.0,78.62334442,88.52729034,852.286377
1.0,78.20618439,88.32068634,851.2571411
1.0,77.96875763,88.13982391,850.776062
1.0,79.083992,88.36745453,853.0556641
1.0,78.48686218,88.20002747,851.1641235
1.0,78.50817871,88.19760132,851.2243652
1.0,78.44341278,88.09207916,850.4689941
1.0,78.50817108,88.08211517,850.0723267
1.0,78.57314301,88.09780884,851.1044312
1.0,78.65935516,88.1612854,851.1083984
1.0,78.62332916,88.0799942,851.569458
1.0,78.54431152,87.99554443,851.8288574
1.0,78.63061523,88.02207184,849.901062
1.0,78.08379364,87.80670166,848.5633545
1.0,78.69542694,87.947052,849.5836792
1.0,78.42913818,87.77731323,848.5487061
1.0,78.13407135,87.6485672,847.9264526
1.0,78.40028381,87.66441345,848.1216431
1.0,78.50836945,87.70690155,848.6574707
1.0,77.97598267,87.41033936,846.8858032
1.0,78.3499527,87.53212738,847.1901245
1.0,78.49391937,87.59358978,847.7677612
1.0,78.16280365,87.54106903,846.9442139
1.0,78.14851379,87.43145752,846.5892944
1.0,77.94696045,87.42967224,846.6676025
1.0,78.48670197,87.52645874,846.5872803
1.0,78.14124298,87.4415741,846.8397217
1.0,77.86803436,87.37645721,845.8909302
1.0,78.07667542,87.50380707,845.4160767
1.0,78.33559418,87.51512909,845.9536743
1.0,77.96861267,87.42163849,846.0651855
1.0,78.26367188,87.5231781,845.7889404
1.0,77.90389252,87.36219025,845.1759644
1.0,77.89678955,87.41777039,844.8192139
1.0,78.58029175,87.57985687,845.8475952
1.0,78.41442871,87.55568695,845.5316162
1.0,78.17003632,87.45883179,845.3535767
1.0,77.86069489,87.41955566,844.6258545
1.0,77.88236237,87.50648499,844.1670532
1.0,77.93991852,87.54047394,844.012085
1.0,78.58037567,87.74224091,845.8847046
1.0,78.46513367,87.65364838,845.2654419
1.0,78.19883728,87.60374451,844.9420166
1.0,78.50110626,87.77220917,845.760437
1.0,78.34996796,87.75812531,845.6091919
1.0,78.24214935,87.71259308,844.7050781
1.0,78.70253754,87.93923187,846.2491455
1.0,78.4362793,87.83641815,845.4326172
1.0,77.96874237,87.74793243,844.802124
1.0,78.57303619,87.94976044,845.8632813
1.0,78.43634033,87.95668793,845.4719238
1.0,78.31408691,87.87006378,845.6759033
1.0,78.55137634,87.93682098,845.711792
1.0,78.472229,87.94494629,846.7347412
1.0,78.01189423,87.78301239,844.5529785
1.0,78.44351959,87.94313812,845.5736084
1.0,78.19174957,87.88508606,845.1057129
1.0,78.49391174,87.9160614,845.4569092
1.0,78.29956055,87.88508606,844.8179932
1.0,78.70262146,88.05162811,845.5913086
1.0,78.19171906,87.94674683,844.7854614
1.0,78.35722351,87.9756546,844.7627563
1.0,78.31401825,87.95217133,844.5269165
1.0,79.01913452,88.18761444,846.0358887
1.0,78.41466522,87.9828949,844.4799805
1.0,78.1053772,87.81960297,842.2608032
1.0,78.39323425,88.01030731,843.9940186
1.0,78.50107574,87.97445679,843.9909668
1.0,78.10540771,87.86435699,843.5759888
1.0,78.36442566,87.92809296,843.1535034
1.0,78.45082092,87.9756546,843.9175415
1.0,78.31390381,87.88809204,843.5080566
1.0,78.20613861,87.8868866,843.2798462
1.0,78.27085114,87.91876984,842.7313843
1.0,78.63774872,88.04438019,843.6732788
1.0,78.29245758,87.84993744,842.9828491
1.0,78.55871582,87.95487976,843.0274048
1.0,78.30677032,87.88058472,842.4197388
1.0,78.24214935,87.82741547,842.4359131
1.0,78.50823212,87.93621826,842.4051514
1.0,78.40026093,87.84363556,842.4958496
1.0,77.83917999,87.70360565,841.4970093
1.0,78.33557129,87.87577057,842.1765137
1.0,78.56587219,87.97897339,842.2650146
1.0,78.22064209,87.77641296,841.3442383
1.0,78.66654968,87.93741608,842.552063
1.0,78.67366791,87.9001236,842.3869019
1.0,78.06945038,87.67279053,840.1240845
1.0,78.37874603,87.71768188,841.076416
1.0,77.39307404,87.54911804,839.119812
1.0,78.28524017,87.75183105,841.0661011
1.0,78.50098419,87.87516785,841.586792
1.0,78.68095398,87.78031158,840.9798584
1.0,78.17015839,87.64228821,839.8007202
1.0,78.00471497,87.60015869,839.4473267
1.0,78.72413635,87.84692383,840.3324585
1.0,78.38607025,87.70989227,839.7224121
1.0,77.89667511,87.59777069,839.2077637
1.0,78.18460846,87.66022491,839.6915283
1.0,78.71681976,87.7917099,840.0082397
1.0,78.70974731,87.75273132,839.8358154
1.0,78.54437256,87.80910492,839.6930542
1.0,78.48673248,87.72516632,839.0982666
1.0,78.25652313,87.64707184,839.0386353
1.0,78.5515213,87.72666168,838.6038818
1.0,78.4362793,87.62136841,838.994751
1.0,78.24920654,87.5995636,838.5896606
1.0,78.52271271,87.71438599,839.1900635
1.0,77.91841888,87.46925354,837.1229858
1.0,78.38597107,87.6243515,838.397644
1.0,78.72422028,87.75453186,838.3026733
1.0,78.29968262,87.58761597,837.7459106
1.0,78.38594055,87.60583496,837.8226929
1.0,78.83208466,87.83100891,839.5530396
1.0,78.1699295,87.5395813,837.4992065
1.0,78.63075256,87.73295593,837.8363037
1.0,78.5586319,87.74524689,838.7615967
1.0,78.76728058,87.77731323,838.6949463
1.0,78.1916275,87.59120178,837.7456665
1.0,78.13407898,87.57537842,837.0070801
1.0,78.16291809,87.65514374,837.0721436
1.0,78.2276535,87.66829681,837.671814
1.0,78.66657257,87.79351044,837.312561
1.0,78.58731842,87.69073486,837.6234131
1.0,78.15569305,87.60314178,836.7043457
1.0,78.33554077,87.61658478,836.0276489
1.0,78.17015076,87.65604401,835.8970337
1.0,78.48661041,87.83100891,837.2883911
1.0,78.57302094,87.847229,837.5205078
1.0,78.5945816,87.8592453,837.4095459
1.0,78.42195129,87.73325348,836.1391602
1.0,78.70980835,87.87096405,836.8026733
1.0,78.76028442,87.96481323,837.2268066
1.0,78.45075989,87.79020691,836.7956543
1.0,78.2851181,87.76831818,836.4450073
1.0,78.36440277,87.78570557,836.2606812
1.0,78.63058472,87.91365051,836.8551636
1.0,78.40758514,87.85113525,836.4360352
1.0,78.16277313,87.8445282,836.6526489
1.0,78.55857849,87.89741516,836.8310547
1.0,78.4147644,87.75062561,836.2971191
1.0,78.45084381,87.84542847,835.7912598
1.0,78.36450958,87.87306213,835.4238892
1.0,78.24932098,87.85113525,835.4624023
1.0,78.80318451,87.97174835,836.6467896
1.0,78.70967102,87.96511841,836.5333252
1.0,78.53695679,87.89981842,836.1575928
1.0,78.45069885,87.85954285,835.8610229
1.0,78.42912292,87.85864258,836.1221313
1.0,78.5010376,87.84573364,835.5848389
1.0,78.3211441,87.74254608,835.3654175
1.0,78.36434937,87.79199982,836.1455688
1.0,78.60900116,87.8914032,836.1211548
1.0,78.76716614,87.93591309,836.2814941
1.0,78.73145294,87.9389267,835.8929443
1.0,78.70976257,87.93289948,836.0632935
1.0,78.55147552,87.89952087,835.5540771
1.0,78.06936646,87.77191925,835.5185547
1.0,78.16288757,87.73504639,835.71521
1.0,78.63774109,87.90312195,837.098877
1.0,78.58026886,87.89591217,835.9257202
1.0,78.79603577,87.97354126,836.2767944
1.0,79.01195526,88.01121521,836.5734863
1.0,78.65223694,87.90853882,835.1804199
1.0,78.49378967,87.86856079,835.354126
1.0,78.55144501,87.86916351,835.975769
1.0,78.5010376,87.81690979,835.760498
1.0,78.22761536,87.72367096,835.2529297
1.0,78.22051239,87.69313049,835.7475586
1.0,78.8320694,87.93862152,837.1358032
1.0,78.91840363,87.95036316,836.4265747
1.0,78.9543457,87.99523926,836.4542236
1.0,78.8752594,88.01573181,836.5535278
1.0,78.56590271,87.78990936,834.3612671
1.0,78.37873077,87.7530365,835.1576538
1.0,78.11975098,87.68774414,834.8963623
1.0,78.88959503,87.91214752,837.6747437
1.0,78.83197021,87.94855499,836.2406616
1.0,78.77454376,87.9479599,836.0956421
1.0,78.60895538,87.85173798,834.7958374
1.0,78.59481812,87.84843445,835.4529419
1.0,78.27812195,87.71708679,834.8913574
1.0,78.58020782,87.80460358,836.1485596
1.0,78.70983124,87.82111359,835.578125
1.0,78.6809845,87.84243011,835.494873
1.0,78.35722351,87.75482941,834.5568237
1.0,78.29961395,87.73116302,834.7277832
1.0,78.21325684,87.69373322,834.7888794
1.0,78.69532013,87.80700684,836.395752
1.0,78.83204651,87.88749695,836.1975098
1.0,78.81759644,87.9434433,836.1714478
1.0,78.86083221,87.9211731,835.4316406
1.0,78.42180634,87.91365051,835.5562134
1.0,78.17006683,87.73235321,834.7474976
1.0,78.20606995,87.68356323,834.8054199
1.0,78.09091949,87.61360168,834.3646851
1.0,78.83209991,87.93952942,836.5859985
1.0,79.14142609,87.94193268,835.8389282
1.0,78.79605103,87.93923187,835.4579468
1.0,78.70243073,87.89019775,835.1008911
1.0,78.47225952,87.75812531,834.3081665
1.0,78.38607788,87.71647644,834.2936401
1.0,78.37874603,87.65185547,834.1115112
1.0,78.62345886,87.81841278,836.4111328
1.0,78.42181396,87.81060028,835.2352295
1.0,78.52263641,87.77101898,835.1035767
1.0,78.32119751,87.71469116,834.7196045
1.0,78.43629456,87.69702911,834.7770996
1.0,78.30673981,87.68744659,834.8355713
1.0,78.18450928,87.65813446,834.6065674
1.0,78.56569672,87.71827698,835.2841187
1.0,78.52975464,87.7455368,834.9147339
1.0,78.52993011,87.75512695,834.9102783
1.0,78.20619965,87.65933228,833.7907104
1.0,78.19165802,87.61598969,834.1765747
1.0,78.2348175,87.58702087,834.1112061
1.0,78.80332184,87.81720734,836.4538574
1.0,78.81750488,87.83221436,835.2028809
1.0,78.79600525,87.85203552,834.9906616
1.0,78.56589508,87.85683441,834.8996582
1.0,78.36431122,87.74194336,833.7910767
1.0,78.4291153,87.70391083,834.3515625
1.0,78.29234314,87.65215302,833.8480835
1.0,78.28527069,87.59925842,833.9016724
1.0,78.6016922,87.76622009,835.2926025
1.0,78.65937805,87.79679871,834.2634888
1.0,78.80327606,87.80880737,834.5787964
1.0,78.86817169,87.79620361,834.5293579
1.0,78.6521759,87.80069733,834.6053467
1.0,78.57287598,87.71827698,834.3693237
1.0,78.21295929,87.66201782,834.0236206
1.0,78.1844635,87.64826965,834.4306641
1.0,78.0189743,87.53212738,833.7603149
1.0,78.56587219,87.7740097,835.3828125
1.0,78.75285339,87.78000641,835.1357422
1.0,78.65930176,87.77341461,834.8440552
1.0,78.56593323,87.768013,834.8103027
1.0,78.13417053,87.66680145,833.3728638
1.0,78.09089661,87.63899994,833.6567993
1.0,78.3571701,87.64557648,833.7548218
1.0,78.06934357,87.59806824,833.6815796
1.0,78.6161499,87.73535156,834.9559326
1.0,78.74571228,87.71408844,834.2271118
1.0,78.55142975,87.71498108,834.4224243
1.0,78.45067596,87.72966766,834.1889038
1.0,78.2564621,87.61419678,833.1976318
1.0,78.16280365,87.59269714,833.6469727
1.0,78.17730713,87.58343506,834.0201416
1.0,78.53695679,87.70750427,834.4788818
1.0,78.55146027,87.73745728,834.4371338
1.0,78.91110992,87.81270599,834.4882202
1.0,78.81043243,87.83731842,834.3231201
1.0,78.73846436,87.84363556,834.5337524
1.0,78.08377075,87.57508087,832.0800781
1.0,78.19172668,87.56523132,833.2262573
1.0,78.55865479,87.76771545,834.9880981
1.0,78.61623383,87.75273132,834.0559082
1.0,78.75998688,87.7614212,834.1014404
1.0,78.64486694,87.76232147,834.1178589
1.0,78.6450119,87.75753021,834.107666
1.0,78.2204895,87.6958313,833.1203003
1.0,78.37156677,87.66740417,833.4520874
1.0,78.32830811,87.68565369,834.0748291
1.0,78.14121246,87.56135559,833.0198975
1.0,78.58740997,87.62166595,834.1801758
1.0,78.56583405,87.71887207,834.3244019
1.0,78.63050079,87.77461243,834.527771
1.0,78.78900909,87.77941132,833.8050537
1.0,78.49388885,87.77101898,833.649353
1.0,78.20602417,87.59925842,832.5733032
1.0,78.08381653,87.5583725,832.652771
1.0,78.06217957,87.53122711,832.7943115
1.0,78.63054657,87.78330994,834.5460205
1.0,78.76006317,87.80610657,833.9558716
1.0,78.69532776,87.81420898,834.1453857
1.0,78.48667145,87.73745728,832.9863281
1.0,78.49391174,87.64826965,832.9866943
1.0,78.34287262,87.64557648,833.359375
1.0,78.25649261,87.58612061,832.8889771
1.0,78.67362213,87.73445129,835.0323486
1.0,78.60176849,87.71737671,833.7822266
1.0,78.63783264,87.71469116,833.4494019
1.0,78.73855591,87.7287674,833.3978271
1.0,78.45783997,87.72576141,833.3556519
1.0,78.42915344,87.64228821,833.0615234
1.0,78.09799957,87.58612061,832.4417725
1.0,78.62333679,87.64677429,834.7857056
1.0,79.00478363,87.84783173,833.9364624
1.0,79.06228638,87.8514328,834.142395
1.0,78.57293701,87.77161407,833.182312
1.0,78.39306641,87.68056488,832.6603394
1.0,78.42906952,87.62285614,832.3221436
1.0,78.08368683,87.61598969,832.6054688
1.0,78.19174957,87.54196167,832.3474121
1.0,78.6951828,87.72457123,833.9194946
1.0,78.55864716,87.70540619,833.2394409
1.0,78.51538849,87.70929718,833.0092773
1.0,78.37884521,87.65335083,832.4972534
1.0,78.33551788,87.61330414,832.4093628
1.0,78.38600159,87.6019516,832.3276367
1.0,78.33557892,87.5923996,832.4330444
1.0,78.63782501,87.67189026,833.7164917
1.0,78.54420471,87.69762421,832.8936157
1.0,78.47951508,87.68415833,832.529541
1.0,78.24201965,87.62763977,832.3526001
1.0,78.32827759,87.59896088,832.1712036
1.0,78.28520203,87.56941223,832.2623291
1.0,78.37156677,87.54375458,832.3709717
1.0,78.82473755,87.75183105,833.1517334
1.0,78.93984222,87.77011871,833.491272
1.0,78.7599411,87.87577057,833.595459
1.0,78.54425812,87.75422668,832.4351807
1.0,78.32840729,87.62854004,831.9196777
1.0,78.21335602,87.62464905,832.4783936
1.0,78.27802277,87.53450775,832.0140381
1.0,78.65944672,87.80551147,833.9104614
1.0,78.78871918,87.79980469,833.0814819
1.0,78.93271637,87.84212494,833.5562134
1.0,78.90402222,87.83492279,832.9343262
1.0,78.44348907,87.71379089,832.2354126
1.0,78.36437225,87.65245819,832.2877808
1.0,78.33560181,87.57776642,831.4128418
1.0,78.31401062,87.59896088,832.4777832
1.0,78.63061523,87.6817627,833.3052368
1.0,78.49377441,87.67906952,832.7069092
1.0,78.38598633,87.68476105,832.4003906
1.0,78.33556366,87.66860199,832.5545654
1.0,78.52987671,87.71199799,832.6038818
1.0,78.9039917,87.94193268,835.2866211
1.0,78.29955292,87.68445587,831.791626
1.0,78.42192841,87.69642639,832.8028564
1.0,78.7168045,87.71169281,832.8939209
1.0,78.29964447,87.57627106,831.1887207
1.0,78.10535431,87.48741913,831.230835
1.0,78.70245361,87.73745728,834.3422852
1.0,78.63063049,87.72396851,832.5796509
1.0,78.48669434,87.70929718,832.2583618
1.0,78.44364166,87.69373322,832.1637573
1.0,78.68819427,87.70001984,832.2325439
1.0,78.59464264,87.64527893,831.605957
1.0,78.38588715,87.62106323,831.9903564
1.0,78.34997559,87.59388733,831.5628662
1.0,78.10532379,87.60374451,831.7340088
1.0,78.31403351,87.55747223,831.7104492
1.0,78.90403748,87.71469116,833.1959229
1.0,78.90397644,87.765625,833.0335083
1.0,78.52272034,87.76771545,832.5358887
1.0,78.74552155,87.765625,832.2272339
1.0,78.60178375,87.76351929,832.2511597
1.0,78.27803802,87.67578125,831.3273315
1.0,78.11973572,87.49248505,830.9176025
1.0,79.11987305,87.8079071,833.8748779
1.0,78.78168488,87.77461243,832.4343262
1.0,78.93271637,87.78391266,832.0565796
1.0,78.61620331,87.78900909,832.2854004
1.0,78.22781372,87.69133759,831.6544189
1.0,78.40042877,87.63929749,831.6602173
1.0,78.443573,87.64318848,831.9541626
1.0,78.37873077,87.63332367,831.5889893
1.0,78.73859406,87.740448,832.2490234
1.0,78.55136108,87.75722504,832.3617554
1.0,78.56581879,87.75453186,832.1576538
1.0,78.74575043,87.76622009,832.0150146
1.0,78.31409454,87.63870239,831.0843506
1.0,78.44348145,87.65604401,831.833252
1.0,78.48664856,87.66411591,831.9199829
1.0,78.60158539,87.75662994,832.4837646
1.0,78.68097687,87.76052094,831.7813721
1.0,78.62336731,87.79860687,832.1116333
1.0,78.60901642,87.77970886,832.2376709
1.0,78.36448669,87.76411438,831.414856
1.0,78.14849091,87.71349335,831.4185791
1.0,78.24207306,87.68146515,831.6414795
1.0,78.24200439,87.67009735,831.7888184
1.0,78.78164673,87.75332642,832.6161499
1.0,79.01194,87.89560699,832.7088623
1.0,79.0263443,87.91275787,832.4968872
1.0,78.88236237,87.907341,832.0544434
1.0,78.8032608,87.82891083,831.8568115
1.0,78.28518677,87.71259308,831.3203735
1.0,78.27088165,87.70241547,831.2746582
1.0,78.24199677,87.69133759,831.2015991
1.0,78.33560181,87.6925354,831.4214478
1.0,78.34284973,87.70360565,831.6989746
1.0,78.37154388,87.68894196,831.5826416
1.0,78.3210907,87.70870209,831.611084
1.0,78.27093506,87.70960236,831.5987549
1.0,78.23493195,87.68954468,831.2636108
1.0,78.30677032,87.70211029,831.531189
1.0,78.21317291,87.6925354,831.4147949
1.0,78.50826263,87.70780182,831.6193237
1.0,78.32841492,87.69911957,831.3613892
1.0,78.39315033,87.69313049,831.5362549
1.0,78.65924835,87.75332642,832.1890259
1.0,78.60166931,87.79199982,832.5145874
1.0,78.69543457,87.81060028,832.4591064
1.0,78.64498138,87.82170868,832.5163574
1.0,78.9616394,87.82051086,832.5514526
1.0,78.55141449,87.84783173,832.6573486
1.0,78.60178375,87.84573364,832.3790894
1.0,78.4866333,87.84333038,832.1376343
1.0,78.60907745,87.83402252,832.1837769
1.0,78.63776398,87.84873199,832.2870483
1.0,78.86079407,87.84663391,832.1737671
1.0,78.81771851,87.87877655,832.5016479
1.0,78.91842651,87.89710999,832.5896606
1.0,78.99748993,87.9256897,832.9654541
1.0,78.86079407,87.95036316,833.2594604
1.0,78.94710541,87.93802643,833.1616211
1.0,79.09827423,87.94584656,832.8951416
1.0,79.09104156,87.97264099,833.1724854
1.0,78.92551422,87.9515686,832.7136841
1.0,79.00468445,87.96391296,832.5838013
1.0,78.9543457,87.95848846,832.6900024
1.0,79.00468445,87.95126343,832.397644
1.0,79.14871216,87.96902466,832.5773926
1.0,78.72409058,87.95126343,832.4786987
1.0,78.91121674,87.95276642,832.2828369
1.0,78.87516785,87.96331024,832.2802124
1.0,79.01902771,87.96331024,832.5223389
1.0,78.91121674,87.94494629,832.4094849
1.0,79.06936646,87.95487976,832.6891479
1.0,78.92559052,87.9621048,832.7164307
