G2.L2TV,G2.CPD,G2.TNL,G2.TTXD1_9
1.0,79.66662598,91.35875702,880.9119873
1.0,79.50124359,91.02799988,879.6483765
1.0,79.6522522,91.16104889,882.6525879
1.0,80.14151764,91.45565796,881.6878662
1.0,79.69540405,91.21476746,881.1950073
1.0,79.81767273,90.4789505,878.8766479
1.0,79.37885284,90.19343567,880.3347778
1.0,79.24225616,90.08561707,879.430542
1.0,79.11994934,90.00798035,883.2232666
1.0,78.91110229,89.77935791,880.9797974
1.0,78.64490509,89.79504395,878.7678223
1.0,78.51544952,89.64593506,878.3066406
1.0,79.13422394,89.95033264,881.9439697
1.0,78.96156311,90.04772186,881.3247681
1.0,79.56572723,90.3278656,883.5595703
1.0,78.66663361,89.97111511,881.8474731
1.0,79.52270508,90.22763824,882.1350708
1.0,79.16307831,89.85722351,881.0678711
1.0,78.02625275,89.32463837,875.4940186
1.0,79.28529358,89.68849182,880.3252563
1.0,78.37159729,89.52318573,877.855835
1.0,79.02629089,89.83083344,878.4311523
1.0,79.06214142,89.7035141,878.3115234
1.0,78.61618805,89.53566742,876.3568115
1.0,79.02629852,89.66688538,876.7443848
1.0,79.0765686,89.50385284,874.387207
1.0,78.85357666,89.52911377,873.0413208
1.0,79.12702179,89.56375122,872.2702026
1.0,78.58732605,89.34700775,870.7675781
1.0,78.47224426,89.02692413,868.6478271
1.0,78.95427704,89.08340454,868.2564087
1.0,78.68810272,88.90033722,866.8674316
1.0,78.41471863,88.64394379,864.8577881
1.0,78.22768402,88.39723969,862.940979
1.0,78.58744049,88.56816864,864.9038696
1.0,77.96866608,88.29244995,861.208252
1.0,78.50828552,88.55870819,861.9790649
1.0,78.66651917,88.87204742,861.684021
1.0,78.46511841,89.03741455,860.7085571
1.0,78.82483673,89.09020233,860.2945557
1.0,78.53712463,88.69963837,860.8359985
1.0,77.97579193,88.40880585,857.3814087
1.0,78.81764221,88.75631714,857.7526245
1.0,78.86074066,88.78791046,857.3247681
1.0,78.57299805,88.92124939,854.9758301
1.0,78.82505798,89.01921082,853.9663086
1.0,78.70248413,88.70423126,853.2196045
1.0,78.60906982,88.20274353,851.2012939
1.0,78.36432648,87.76501465,848.4038086
1.0,78.32115936,87.52258301,846.7681274
1.0,78.25645447,87.55270386,845.8621826
1.0,78.29244232,87.70630646,844.6580811
1.0,78.58742523,87.95217133,845.756897
1.0,78.5514679,88.0374527,846.1293945
1.0,78.58019257,88.0884552,845.1262207
1.0,78.4651413,87.98830414,844.3577881
1.0,78.22046661,87.93501282,843.7828979
1.0,78.537117,87.95367432,845.1009521
1.0,78.34276581,87.87367249,843.8699951
1.0,78.54419708,87.98529816,844.225647
1.0,78.24923706,87.92147827,843.6766968
1.0,78.40760803,87.9874115,844.880127
1.0,78.08379364,87.81900787,843.1033936
1.0,78.29980469,87.88990021,843.2739868
1.0,78.34272766,87.88899994,843.2290649
1.0,78.40764618,87.8868866,843.4418945
1.0,78.37877655,87.8748703,842.7659912
1.0,78.61618805,87.99704742,843.5108032
1.0,78.40759277,87.93019104,842.8583374
1.0,78.73854828,88.05916595,843.2623291
1.0,78.63791656,87.99312592,843.3970337
1.0,78.24918365,87.82951355,841.9711304
1.0,78.45069885,87.90583038,842.4489136
1.0,78.2780838,87.79320526,842.008728
1.0,78.55870819,87.9247818,842.0790405
1.0,78.57303619,87.91124725,841.6177368
1.0,78.09823608,87.72966766,841.5553589
1.0,78.55149841,87.74584198,842.4299927
1.0,78.70253754,87.81990814,842.1832886
1.0,78.03343964,87.69013977,840.3582153
1.0,78.47232056,87.85683441,840.9760742
1.0,78.18444061,87.65753937,839.3525391
1.0,78.49404907,87.78601074,840.9866333
1.0,78.414711,87.70181274,841.163208
1.0,78.25644684,87.66441345,839.5889282
1.0,78.43642426,87.78031158,839.9974976
1.0,78.83202362,87.83582306,840.4651489
1.0,78.73854828,87.74494171,841.2297363
1.0,77.93295288,87.60463715,837.2948608
1.0,78.17732239,87.65215302,838.7855835
1.0,78.25648499,87.64378357,838.3255615
1.0,78.80317688,87.81330872,839.3443604
1.0,77.93247986,87.55956268,838.1915283
1.0,78.33562469,87.6958313,839.1588745
1.0,78.22044373,87.51631927,838.4846191
1.0,78.32843781,87.61569214,838.3241577
1.0,78.6377182,87.73535156,838.9051514
1.0,78.72403717,87.70989227,840.7693481
1.0,78.4220047,87.58761597,837.9616089
1.0,78.61625671,87.74134064,838.2675781
1.0,78.2636795,87.5741806,837.6738892
1.0,78.29965973,87.5971756,837.6828003
1.0,78.77443695,87.84122467,838.690918
1.0,78.86087036,87.64378357,838.6831055
1.0,78.04782867,87.62674713,837.4627686
1.0,78.37879944,87.71318817,837.6882935
1.0,78.45814514,87.79800415,837.9126587
1.0,78.49383545,87.75632477,837.9473877
1.0,78.4651413,87.71438599,838.4120483
1.0,78.43639374,87.69822693,838.2368164
1.0,78.01911163,87.64976501,836.9302979
1.0,78.45064545,87.75722504,837.036438
1.0,78.57310486,87.71498108,837.602478
1.0,78.72410583,87.81121063,837.5251465
1.0,78.46502686,87.70960236,837.8175049
1.0,78.19895172,87.65484619,837.2504883
1.0,78.14876556,87.78000641,836.6029053
1.0,78.71681976,87.84812927,837.0978394
1.0,78.57302856,87.83281708,837.1295166
1.0,78.42926788,87.82411194,837.7790527
1.0,78.26371002,87.76681519,836.2869873
1.0,78.59466553,87.90824127,837.2371826
1.0,78.62351227,87.87577057,836.9255981
1.0,78.76015472,87.90252686,837.0608521
1.0,78.29962921,87.75512695,835.9689941
1.0,78.83205414,87.97325134,837.1592407
1.0,78.58744049,87.90913391,836.7369995
1.0,78.50115204,87.86916351,836.2181396
1.0,78.70974731,87.95939636,836.7227783
1.0,78.77454376,88.01242065,837.272583
1.0,78.62342834,87.84602356,836.8757324
1.0,78.14848328,87.80220795,835.9902954
1.0,78.32844543,87.81781006,835.9178467
1.0,78.67379761,87.96421814,836.4160767
1.0,78.34283447,87.75392914,835.6159668
1.0,78.47953033,87.89289856,835.4957275
1.0,79.01195526,88.01121521,836.5734863
1.0,78.23495483,87.6811676,835.2758789
1.0,78.19165802,87.76891327,835.1050415
1.0,78.5153656,87.84573364,835.2539673
1.0,78.32116699,87.72995758,834.5640259
1.0,78.97586823,87.93652344,835.8344727
1.0,78.88960266,87.93621826,835.7091675
1.0,78.65921021,87.82141113,836.1193848
1.0,78.18450928,87.65813446,834.6065674
1.0,78.21330261,87.61509705,834.1970215
1.0,78.31404877,87.72637177,834.1390991
1.0,78.66638184,87.79380798,834.5523071
1.0,78.91119385,87.73954773,836.5744629
1.0,78.28520966,87.6381073,834.0889282
1.0,78.58019257,87.70750427,833.8508911
1.0,79.01908875,87.83851624,834.890686
1.0,78.61623383,87.75273132,834.0559082
1.0,78.33563232,87.65813446,833.7808838
1.0,78.55865479,87.76261902,833.6048584
1.0,78.80319214,87.82801056,834.0789795
1.0,78.52269745,87.7221756,834.1444092
1.0,77.69527435,87.4008255,830.3557739
1.0,78.47933197,87.63033295,832.7316284
1.0,78.46505737,87.64527893,832.7594604
1.0,78.47951508,87.68415833,832.529541
1.0,78.68100739,87.768013,833.5027466
1.0,78.81769562,87.81600952,834.5131836
1.0,78.37875366,87.64826965,832.3364258
1.0,78.40033722,87.68476105,832.5316162
1.0,78.09816742,87.55151367,831.2056274
1.0,78.63771057,87.68804932,832.1212158
1.0,78.75287628,87.72936249,833.4683838
1.0,78.11973572,87.49248505,830.9176025
1.0,78.13412476,87.62375641,831.4190063
1.0,78.64490509,87.7614212,832.2669678
1.0,78.76005554,87.7713089,831.9417114
1.0,78.27080536,87.67098999,831.6659546
1.0,78.27088165,87.70241547,831.2746582
1.0,78.68817139,87.90583038,831.8549194
1.0,78.92562866,87.92207336,832.4182129
1.0,78.25634766,87.76351929,832.1553955
1.0,78.45788574,87.8052063,830.5358887
1.0,78.80319214,87.93289948,832.0753174
1.0,78.39307404,87.73415375,831.1511841
1.0,78.48670197,87.78330994,830.5493164
1.0,78.80312347,87.88478851,832.2057495
1.0,78.45786285,87.88869476,831.7705078
1.0,78.25647736,87.8376236,831.4469604
1.0,78.87531281,88.08151245,831.8029785
1.0,78.74565125,88.16371155,831.8701782
1.0,78.68805695,88.23606873,832.5587769
1.0,79.17027283,88.46572876,833.9078979
1.0,78.4291153,88.30610657,831.9125366
1.0,78.68810272,88.47333527,832.5637817
1.0,78.81031036,88.5434494,832.6720581
1.0,79.17747498,88.74925995,833.303894
1.0,79.37164307,88.80448151,833.3909912
0.0,26.92099953,69.0717392,775.9367065
0.0,1.573712349,13.21252537,557.6169434
0.0,0.6955891848,6.407438278,564.7703247
0.0,0.4803024232,3.562845945,563.9407349
0.0,0.4013776779,1.935845256,589.7654419
0.0,0.3652244806,0.8672129512,571.1560669
0.0,0.3433667123,0.0,637.2139282
0.0,0.3290869296,0.0,626.762146
0.0,0.3147132695,0.0,642.1467896
0.0,0.3218896687,0.0,661.7719116
0.0,0.3215350211,0.0,667.6253052
0.0,0.3291077912,0.0,667.854187
0.0,0.3146037459,0.0,669.5879517
0.0,0.3220565617,0.0,668.0154419
0.0,0.3219522536,0.0,661.7644653
0.0,0.3218688071,0.0,661.5906982
0.0,0.3289826214,0.0,656.605957
0.0,0.3072813153,0.0,655.7000122
0.0,0.3217592835,0.0,650.7944946
0.0,0.3216706216,0.0,646.1637573
0.0,0.3216393292,0.0,644.9417725
0.0,0.3221608698,0.0,640.4118652
0.0,0.3145568073,0.0,636.0546265
0.0,0.3146611154,0.0,629.0783081
0.0,0.3148697317,0.0,625.9983521
0.0,0.3218218684,0.0,622.3740845
0.0,0.3145828843,0.0,620.6399536
0.0,0.3073647618,0.0,614.2427979
0.0,0.3218062222,0.0,608.8317261
0.0,0.3146976233,0.0,603.1400757
0.0,0.3073960543,0.0,600.0429077
0.0,0.3075733781,0.0,600.5236206
0.0,0.300386548,0.0,591.7496338
0.0,0.3075733781,0.0,584.7196655
0.0,0.3142125905,0.0,581.5754395
0.0,0.3147184849,0.0,579.059082
0.0,0.3218479455,0.0,573.9153442
0.0,0.3073073924,0.0,567.3409424
0.0,0.3070361912,0.0,564.2591553
0.0,0.3072552383,0.0,560.3520508
0.0,0.3142751753,0.0,552.1040649
0.0,0.3073647618,0.0,550.6932373
0.0,0.3146924078,0.0,550.5748291
0.0,0.3071717918,0.0,545.0708618
0.0,0.3073647618,0.0,538.0741577
0.0,0.3076411784,0.0,536.0620117
0.0,0.3146193922,0.0,531.2058105
0.0,0.3147758543,0.0,532.9199219
0.0,0.3077246249,0.0,525.8151245
0.0,0.3071665764,0.0,527.9946899
0.0,0.3217332065,0.0,517.1080322
0.0,0.3217540681,0.0,516.4732666
0.0,0.3072343767,0.0,509.6560364
0.0,0.307354331,0.0,504.8777161
0.0,0.307521224,0.0,500.9670715
0.0,0.3000944853,0.0,498.5247192
0.0,0.3004699945,0.0,497.6486206
0.0,0.3072917461,0.0,494.1156616
0.0,0.3075160086,0.0,493.8049316
0.0,0.3004178405,0.0,484.9415588
0.0,0.307380408,0.0,480.4624634
0.0,0.307688117,0.0,480.6194458
0.0,0.2930641174,0.0,476.3791809
0.0,0.3000475466,0.0,473.1462708
0.0,0.3069788218,0.0,469.1403503
0.0,0.3004282713,0.0,462.6901245
0.0,0.3150783479,0.0,461.5144043
0.0,0.3072604537,0.0,463.1666565
0.0,0.3072448075,0.0,453.91745
0.0,0.300501287,0.0,451.8738098
0.0,0.3073126078,0.0,450.6421814
0.0,0.3074742854,0.0,451.2215881
0.0,0.3002092242,0.0,447.2450562
0.0,0.3074638546,0.0,442.4293213
0.0,0.3145568073,0.0,439.1850586
0.0,0.2932101488,0.0,436.5977478
0.0,0.3002405167,0.0,432.7529602
0.0,0.3073439002,0.0,428.9168701
0.0,0.3076046705,0.0,430.4235535
0.0,0.300360471,0.0,424.7835388
0.0,0.3002874553,0.0,421.8588257
0.0,0.300000608,0.0,420.5802307
0.0,0.3073908389,0.0,412.3270874
0.0,0.3007099032,0.0,414.4694824
0.0,0.3144733608,0.0,412.5038452
0.0,0.3076098859,0.0,407.3150024
0.0,0.3076098859,0.0,404.0067444
0.0,0.307328254,0.0,403.865387
0.0,0.3003448248,0.0,402.098175
0.0,0.2999953926,0.0,401.3369141
0.0,0.3073491156,0.0,397.0943909
0.0,0.3075055778,0.0,393.2505493
0.0,0.3072760999,0.0,394.5175476
0.0,0.300360471,0.0,391.525177
0.0,0.3075577319,0.0,388.8092346
0.0,0.3078237176,0.0,383.1806946
0.0,0.3002457321,0.0,382.2913513
0.0,0.3000997007,0.0,378.7230835
0.0,0.3003448248,0.0,377.8834229
0.0,0.300167501,0.0,375.4117126
0.0,0.3003969789,0.0,373.6465454
0.0,0.3077246249,0.0,373.934906
0.0,0.307521224,0.0,372.8520813
0.0,0.3071352839,0.0,371.6159363
0.0,0.3000319004,0.0,371.8327637
0.0,0.3150470555,0.0,372.8376465
0.0,0.3075681627,0.0,371.2174072
0.0,0.3215558827,0.0,371.5285339
0.0,0.3071352839,0.0,371.7770081
0.0,0.307354331,0.0,372.3401489
0.0,0.3007881343,0.0,373.8736267
0.0,0.3003969789,0.0,372.413269
0.0,0.3073386848,0.0,370.5681458
0.0,0.3076046705,0.0,371.2436829
0.0,0.307354331,0.0,371.2788696
0.0,0.300386548,0.0,373.3738098
0.0,0.3147341311,0.0,371.9031372
0.0,0.3077141941,0.0,369.767334
0.0,0.3002978861,0.0,368.0357666
0.0,0.3146506846,0.0,368.5254517
0.0,0.3073699772,0.0,367.1846924
0.0,0.3075264394,0.0,367.5875854
0.0,0.3006108105,0.0,365.9926758
0.0,0.3075264394,0.0,365.1908875
0.0,0.3073960543,0.0,363.8420715
0.0,0.3075420856,0.0,363.9726563
0.0,0.3001257777,0.0,368.0131836
0.0,0.3076046705,0.0,365.213501
0.0,0.2931371331,0.0,367.6362305
0.0,0.3143638372,0.0,367.0115967
0.0,0.3144316375,0.0,365.9117737
0.0,0.3072082996,0.0,365.5852051
0.0,0.3077402711,0.0,363.0804749
0.0,0.3075055778,0.0,362.0134888
0.0,0.3147341311,0.0,361.2592468
0.0,0.2999849617,0.0,361.0541382
0.0,0.3000371158,0.0,361.4625244
0.0,0.3076046705,0.0,361.2979126
0.0,0.3147862852,0.0,359.8939819
0.0,0.2931684256,0.0,359.0749512
0.0,0.3075681627,0.0,357.598877
0.0,0.3072030842,0.0,359.6644897
0.0,0.3003291786,0.0,359.4114685
0.0,0.3001362085,0.0,358.2139587
0.0,0.3004021943,0.0,357.434082
0.0,0.3145672381,0.0,357.6020508
0.0,0.307302177,0.0,358.7378845
0.0,0.300167501,0.0,358.2232056
0.0,0.3151357174,0.0,355.3538513
0.0,0.3000162542,0.0,355.4671326
0.0,0.3002770245,0.0,354.949707
0.0,0.3141969442,0.0,353.3630371
0.0,0.3073647618,0.0,353.9295349
0.0,0.3074534237,0.0,353.9520874
0.0,0.3001205623,0.0,353.6854553
0.0,0.3077767789,0.0,354.8038025
0.0,0.3003031015,0.0,354.2607727
0.0,0.3072500229,0.0,352.0454102
0.0,0.3074012697,0.0,351.959198
0.0,0.2931319177,0.0,352.1672058
0.0,0.307161361,0.0,352.6817017
0.0,0.3071039915,0.0,350.5074768
0.0,0.3145463765,0.0,352.3312073
0.0,0.3002978861,0.0,351.1832275
0.0,0.3002144396,0.0,350.0664368
0.0,0.2998806536,0.0,351.2028809
0.0,0.3148645163,0.0,350.8348999
0.0,0.3076568246,0.0,350.5941162
0.0,0.30766204,0.0,350.9765015
0.0,0.3074586391,0.0,350.1148071
0.0,0.314322114,0.0,350.9247131
0.0,0.3000788391,0.0,348.8211975
0.0,0.3148436546,0.0,348.3546143
0.0,0.3076933324,0.0,347.4371948
0.0,0.3006733954,0.0,346.1439209
0.0,0.3069996834,0.0,345.8088074
0.0,0.3071509302,0.0,345.727356
0.0,0.3073439002,0.0,343.9987183
0.0,0.3004282713,0.0,343.4981995
0.0,0.3071926534,0.0,344.0940857
0.0,0.3074847162,0.0,343.6685791
0.0,0.3143846989,0.0,344.1455383
0.0,0.3002509475,0.0,344.9533386
0.0,0.3077194095,0.0,343.9767761
0.0,0.3004334867,0.0,342.5832214
0.0,0.321931392,0.0,342.3686523
0.0,0.3071822226,0.0,342.2524109
0.0,0.3145828843,0.0,341.7107849
0.0,0.3074064851,0.0,342.1126404
0.0,0.3076933324,0.0,343.386322
0.0,0.3146141768,0.0,343.5326233
0.0,0.3144733608,0.0,342.0506287
0.0,0.3072708845,0.0,343.772583
0.0,0.3220669925,0.0,340.9899902
0.0,0.3147080541,0.0,341.7199402
0.0,0.3145255148,0.0,340.9723206
0.0,0.3219470382,0.0,338.9682922
0.0,0.3145255148,0.0,339.1656494
0.0,0.3074795008,0.0,337.5403442
0.0,0.3072239459,0.0,336.7623596
0.0,0.3075420856,0.0,336.8852539
0.0,0.3072500229,0.0,336.4873047
0.0,0.3075055778,0.0,335.2238159
0.0,0.3070935607,0.0,337.834198
0.0,0.3144837916,0.0,336.461731
0.0,0.3073386848,0.0,334.6297302
0.0,0.3145568073,0.0,334.1452637
0.0,0.3002613783,0.0,335.8667297
0.0,0.3218479455,0.0,335.2646179
0.0,0.3148905933,0.0,334.081665
0.0,0.3000944853,0.0,332.4509583
0.0,0.3072917461,0.0,332.7494812
0.0,0.3076046705,0.0,333.2028503
0.0,0.3073230386,0.0,333.1546326
0.0,0.3076776862,0.0,333.6480713
0.0,0.3145672381,0.0,334.563446
0.0,0.3072760999,0.0,333.2008362
0.0,0.3073647618,0.0,333.3636169
0.0,0.3074429929,0.0,331.3562317
0.0,0.3075733781,0.0,329.1128845
0.0,0.3145672381,0.0,328.6673889
0.0,0.3075525165,0.0,328.9297791
0.0,0.3144368529,0.0,327.264801
0.0,0.3002353013,0.0,327.8796997
0.0,0.3145985305,0.0,326.5316467
0.0,0.3074482083,0.0,328.4013672
0.0,0.3145307302,0.0,326.7954407
0.0,0.314129144,0.0,328.4493713
0.0,0.3144942224,0.0,328.4172058
0.0,0.3072552383,0.0,327.8609009
0.0,0.3146193922,0.0,328.5317993
0.0,0.3002300858,0.0,327.065094
0.0,0.3143899143,0.0,328.1453857
0.0,0.314322114,0.0,328.9437866
0.0,0.3146924078,0.0,326.4807739
0.0,0.3149531782,0.0,325.4602661
0.0,0.3143429756,0.0,324.8862305
0.0,0.3140300512,0.0,324.3860168
0.0,0.3145359457,0.0,323.4464417
0.0,0.3148697317,0.0,326.931427
0.0,0.3217123449,0.0,325.2538757
0.0,0.3145568073,0.0,324.1203918
0.0,0.306994468,0.0,322.6086121
0.0,0.3075160086,0.0,322.737854
0.0,0.3074117005,0.0,324.1660156
0.0,0.3146976233,0.0,322.8695068
0.0,0.3143429756,0.0,322.3293152
0.0,0.3074534237,0.0,321.4507141
0.0,0.3075733781,0.0,320.4441528
0.0,0.3146924078,0.0,319.6448975
0.0,0.3075473011,0.0,320.2987976
0.0,0.3074117005,0.0,319.3671875
0.0,0.31446293,0.0,319.7189636
0.0,0.3149062395,0.0,318.1749878
0.0,0.3146715462,0.0,317.6300049
0.0,0.3073751926,0.0,316.3678284
0.0,0.3071404994,0.0,319.04776
0.0,0.3072500229,0.0,317.6817932
0.0,0.3002665937,0.0,317.2320862
0.0,0.3146350384,0.0,316.9165955
0.0,0.307354331,0.0,318.1795959
0.0,0.3001883626,0.0,317.1901855
0.0,0.3072760999,0.0,318.5986633
0.0,0.3003135324,0.0,317.6051331
0.0,0.3146402538,0.0,316.1774902
0.0,0.3074221313,0.0,316.2079468
0.0,0.3144681454,0.0,314.4289551
0.0,0.3141656518,0.0,312.2051392
0.0,0.3002718091,0.0,311.4285583
0.0,0.3077402711,0.0,313.9559021
0.0,0.2929702401,0.0,315.8827209
0.0,0.3001362085,0.0,315.6938782
0.0,0.3074534237,0.0,313.4023132
0.0,0.30746907,0.0,314.2246094
0.0,0.3219366074,0.0,315.6910706
0.0,0.3074273467,0.0,313.811676
0.0,0.3073386848,0.0,312.6916504
0.0,0.3002509475,0.0,309.8574524
0.0,0.3145463765,0.0,309.647522
0.0,0.3003448248,0.0,309.8734741
0.0,0.30746907,0.0,311.4864807
0.0,0.3073595464,0.0,310.4241333
0.0,0.2999380231,0.0,310.4364319
0.0,0.3073178232,0.0,309.7393494
0.0,0.3005377948,0.0,306.6729736
0.0,0.3004439175,0.0,306.8034058
0.0,0.3069683909,0.0,307.7077332
0.0,0.3072760999,0.0,308.4576416
0.0,0.3144681454,0.0,307.738678
0.0,0.3072969615,0.0,307.5474854
0.0,0.30766204,0.0,305.3299255
0.0,0.3002300858,0.0,306.5346375
0.0,0.3144472837,0.0,307.0346375
0.0,0.3074012697,0.0,306.6878357
0.0,0.3077559173,0.0,305.2107544
0.0,0.3073699772,0.0,304.8707886
0.0,0.3073595464,0.0,306.1660767
0.0,0.3143690526,0.0,304.9585266
0.0,0.3212690353,0.0,304.1302185
0.0,0.3148019314,0.0,304.5871887
0.0,0.3006003797,0.0,303.4834595
0.0,0.3145568073,0.0,304.4412537
0.0,0.3072552383,0.0,301.7684631
0.0,0.3000371158,0.0,301.5492554
0.0,0.3075003624,0.0,301.1559448
0.0,0.3071404994,0.0,301.5271912
0.0,0.3081470728,0.0,301.0940857
0.0,0.3146611154,0.0,300.7666321
0.0,0.307354331,0.0,301.0941162
0.0,0.3147028387,0.0,301.4354553
0.0,0.3001622856,0.0,303.059845
0.0,0.3217384219,0.0,301.8366394
0.0,0.3075525165,0.0,301.3899231
0.0,0.3001205623,0.0,298.8517151
0.0,0.3072500229,0.0,298.8876038
0.0,0.3144420683,0.0,298.7982788
0.0,0.3144212067,0.0,304.8497925
0.0,0.3578968346,0.0,324.9247131
0.0,0.4225313663,0.0,337.178894
0.0,0.4942640662,0.0,341.9442749
0.0,0.580881536,0.0,338.794342
0.0,0.6741434336,0.0,336.2946472
0.0,0.7321022749,0.0,329.9692078
0.0,0.8108079433,0.0,324.6080933
0.0,0.8828901052,0.0,319.6549988
0.0,0.933396101,0.0,314.1465759
0.0,0.998082757,0.0,309.1904297
0.0,1.033766508,0.0,305.1545715
0.0,1.055540919,0.0,300.2113953
0.0,1.076871872,0.0,294.9113159
0.0,1.113494515,0.0,292.7616577
0.0,1.120399714,0.0,288.9911194
0.0,1.120107651,0.0,285.8439941
0.0,1.141840219,0.0,282.1118774
0.0,1.134648204,0.0,279.9838257
0.0,1.14190805,0.0,277.9347229
0.0,1.156521559,0.0,278.0964355
0.0,1.149293065,0.0,277.79953
0.0,1.156605005,0.0,277.1329651
0.0,1.142043591,0.0,276.8143005
0.0,1.142226219,0.0,276.2819519
1.0,1.156354666,0.0,276.3055725
1.0,1.703435183,0.0,283.4208069
1.0,1.61665082,0.0,343.7357483
1.0,1.746112823,0.0,401.2582703
1.0,1.652741432,0.0,439.6704712
1.0,1.724609733,0.0,463.6582031
1.0,1.739035606,0.0,481.2001038
1.0,1.739004254,0.0,494.1560364
1.0,1.746608257,0.0,505.4810181
1.0,1.81144619,0.0,511.0166931
1.0,1.861555815,0.0,515.9733887
1.0,1.854196906,0.0,524.2352905
1.0,1.846837997,0.0,531.9918823
1.0,1.904431701,0.0,539.6741943
1.0,1.940329313,0.0,546.3386841
1.0,1.954906464,0.0,549.8225708
1.0,1.96916008,0.0,544.3145142
1.0,1.976440907,0.0,538.8609009
1.0,1.990851045,0.0,541.7680054
1.0,2.005261183,0.0,535.7967529
1.0,2.041393518,0.0,541.2407837
1.0,2.048595905,0.0,540.7382202
1.0,2.070130348,0.0,544.4023438
1.0,2.106210709,0.0,550.9396973
1.0,2.120177507,0.0,556.9321899
1.0,2.134790897,0.0,561.6248169
1.0,2.192379475,0.0,564.0360107
1.0,2.192337751,0.0,556.4109497
1.0,2.228480577,0.0,558.8183594
1.0,2.242786407,0.0,560.1036377
1.0,2.264670372,0.0,560.6312256
1.0,2.271512985,0.0,559.2967529
1.0,2.293240309,0.0,557.166626
1.0,2.336429119,0.0,558.7414551
1.0,2.343396902,0.0,562.2081299
1.0,2.372107744,0.0,558.2624512
1.0,2.38673687,0.0,562.369751
1.0,2.401287794,0.0,566.5834961
1.0,2.437628746,0.0,571.8009644
1.0,2.45185113,0.0,572.9919434
1.0,2.494909525,0.0,574.3410645
1.0,2.50891304,0.0,572.9106445
1.0,2.523020744,0.0,575.8150024
1.0,2.537717581,0.0,582.1620483
1.0,2.559236526,0.0,586.8636475
1.0,2.573390961,0.0,592.6183472
1.0,2.631151676,0.0,595.8174438
1.0,2.638567924,0.0,587.484375
1.0,2.660217047,0.0,591.993042
1.0,2.703338146,0.0,593.5264893
1.0,2.7105093,0.0,597.0371094
1.0,2.768066406,0.0,595.5379028
1.0,2.782262802,0.0,602.1220093
1.0,2.78237772,0.0,609.2305908
1.0,2.81817627,0.0,615.6014404
1.0,2.839924335,0.0,617.5803833
1.0,2.868833303,0.0,622.2845459
1.0,2.904809237,0.0,624.7567749
1.0,2.911928177,0.0,626.4780884
1.0,2.962376833,0.0,626.6727905
1.0,2.976875782,0.0,630.9031982
1.0,3.012528181,0.0,634.552002
1.0,3.026682854,0.0,630.8410645
1.0,3.062914371,0.0,633.9414673
