G2.L2TV,G2.CPD,G2.TNL,G2.TTXD1_9,G2.L63QTX
0.0,0.03967881203,0.0,522.1759033,0.0
0.0,-0.02543032169,0.0,523.8076172,0.0
0.0,0.02039223909,0.0,523.9553223,0.0
0.0,0.00879317522,0.0,524.0581055,0.0
0.0,0.04298016429,0.0,523.5111084,0.0
0.0,-0.006537511945,0.0,522.0626831,0.0
0.0,0.01988634467,0.0,520.1669312,0.0
0.0,-0.01078546047,0.0,518.3760376,0.0
0.0,-0.008610635996,0.0,518.6817017,0.0
0.0,0.0105664134,0.0,518.8740845,0.0
0.0,0.01094713807,0.0,516.5869141,0.0
0.0,0.02382397652,0.0,517.7799072,0.0
0.0,0.004495680332,0.0,517.4503174,0.0
0.0,-0.01130439341,0.0,517.8158569,0.0
0.0,0.02159699798,0.0,515.7080688,0.0
0.0,0.01148954034,0.0,510.9100952,0.0
0.0,0.010561198,0.0,513.7414551,0.0
0.0,-0.0107254833,0.0,513.1886597,0.0
0.0,-0.009870156646,0.0,510.9937134,0.0
0.0,0.009053945541,0.0,511.7970886,0.0
0.0,0.02708882093,0.0,510.9951782,0.0
0.0,0.02090856433,0.0,509.8807068,0.0
0.0,0.003337860107,0.0,509.7875671,0.0
0.0,0.02352148294,0.0,508.3969116,0.0
0.0,0.01195892692,0.0,509.1274109,0.0
0.0,-0.007296353579,0.0,510.4664612,0.0
0.0,0.0180400908,0.0,507.7090454,0.0
0.0,0.008694082499,0.0,509.4769897,0.0
0.0,0.05575269461,0.0,507.3553772,0.0
0.0,-0.007739663124,0.0,506.2696838,0.0
0.0,0.0186085701,0.0,507.1174316,0.0
0.0,0.00921562314,0.0,504.6842346,0.0
0.0,0.02598837018,0.0,504.6324768,0.0
0.0,0.007165968418,0.0,502.7580261,0.0
0.0,-0.01176856458,0.0,504.1072083,0.0
0.0,0.006487965584,0.0,502.9959717,0.0
0.0,0.02680197358,0.0,503.3042297,0.0
0.0,0.02495571971,0.0,505.5134583,0.0
0.0,0.004104524851,0.0,502.5462952,0.0
0.0,-0.009932741523,0.0,502.2608337,0.0
0.0,0.01217797399,0.0,502.5047607,0.0
0.0,0.02609789371,0.0,498.489624,0.0
0.0,0.03547519445,0.0,496.4257813,0.0
0.0,-0.01225359738,0.0,497.2133179,0.0
0.0,0.009179115295,0.0,496.2537231,0.0
0.0,-0.003108382225,0.0,496.9244385,0.0
0.0,0.02244189382,0.0,495.985321,0.0
0.0,-0.02766773105,0.0,493.3604431,0.0
0.0,0.006133317947,0.0,489.1415405,0.0
0.0,0.02670288086,0.0,493.3110657,0.0
0.0,0.01079589128,0.0,493.2608643,0.0
0.0,0.01919269562,0.0,494.8777466,0.0
0.0,0.0490821898,0.0,490.4393921,0.0
0.0,-0.01861900091,0.0,488.3294983,0.0
0.0,0.04105567932,0.0,490.9593201,0.0
0.0,0.006607919931,0.0,493.3328247,0.0
0.0,-0.01187548041,0.0,492.1999512,0.0
0.0,-0.006766989827,0.0,489.606842,0.0
0.0,0.02672374249,0.0,490.3305664,0.0
0.0,0.01009181142,0.0,488.6444702,0.0
0.0,0.01914575696,0.0,487.7078247,0.0
0.0,0.01930743456,0.0,484.6790771,0.0
0.0,0.009622424841,0.0,483.592804,0.0
0.0,0.01118183136,0.0,484.2093506,0.0
0.0,-0.009168684483,0.0,482.1581116,0.0
0.0,0.002472102642,0.0,482.4562073,0.0
0.0,-0.00733025372,0.0,480.7357788,0.0
0.0,-0.01860335469,0.0,482.6327515,0.0
0.0,0.008777529001,0.0,477.7798157,0.0
0.0,-0.02642124891,0.0,479.7203674,0.0
0.0,0.006482750177,0.0,478.7759094,0.0
0.0,0.009997934103,0.0,480.5704041,0.0
0.0,0.02659857273,0.0,477.2932129,0.0
0.0,0.0208042562,0.0,475.7850952,0.0
0.0,0.003723800182,0.0,475.9848633,0.0
0.0,0.02190992236,0.0,475.785614,0.0
0.0,-0.01923702657,0.0,475.273407,0.0
0.0,0.009189546108,0.0,475.6261597,0.0
0.0,-0.01152865589,0.0,473.2364197,0.0
0.0,0.003906339407,0.0,471.0296326,0.0
0.0,-0.003822892904,0.0,469.6696472,0.0
0.0,0.01128613949,0.0,467.2316895,0.0
0.0,0.03842711449,0.0,470.121521,0.0
0.0,0.02026185393,0.0,468.269989,0.0
0.0,0.01774281263,0.0,465.6529236,0.0
0.0,0.006102025509,0.0,468.6753845,0.0
0.0,0.009512901306,0.0,468.8365479,0.0
0.0,-0.03361590207,0.0,468.231781,0.0
0.0,0.01028999686,0.0,469.9248962,0.0
0.0,-0.00964589417,0.0,469.4206543,0.0
0.0,0.002492964268,0.0,468.9467163,0.0
0.0,0.004928559065,0.0,464.4623108,0.0
0.0,0.009053945541,0.0,464.3167419,0.0
0.0,0.01133307815,0.0,465.9876099,0.0
0.0,0.02410560846,0.0,467.3405762,0.0
0.0,-0.009385123849,0.0,462.0857239,0.0
0.0,0.003739446402,0.0,461.25177,0.0
0.0,-0.02361796796,0.0,464.7346191,0.0
0.0,0.01151561737,0.0,463.8473206,0.0
0.0,0.02562850714,0.0,464.3537292,0.0
0.0,-0.008542835712,0.0,461.2886658,0.0
0.0,0.01806095243,0.0,462.8470154,0.0
0.0,0.004620850086,0.0,461.2568054,0.0
0.0,0.009627640247,0.0,459.6436768,0.0
0.0,0.01095235348,0.0,453.94104,0.0
0.0,0.02320855856,0.0,455.0580139,0.0
0.0,0.01859292388,0.0,454.9248962,0.0
0.0,-0.009246915579,0.0,455.7415161,0.0
0.0,0.02437159419,0.0,456.9425354,0.0
0.0,0.05611255765,0.0,454.4552002,0.0
0.0,-0.02028532326,0.0,449.4647522,0.0
0.0,0.002143532038,0.0,451.4127502,0.0
0.0,0.007724016905,0.0,454.4281616,0.0
0.0,0.01228749752,0.0,454.5805664,0.0
0.0,0.02230629325,0.0,455.8105774,0.0
0.0,0.00266507268,0.0,453.225647,0.0
0.0,0.00761449337,0.0,448.9815674,0.0
0.0,0.02699494362,0.0,448.9003601,0.0
0.0,-0.004563480616,0.0,445.5513916,0.0
0.0,-0.00964589417,0.0,447.7669678,0.0
0.0,0.004761666059,0.0,449.8286133,0.0
0.0,-0.02098679543,0.0,449.023468,0.0
0.0,0.0109732151,0.0,446.8989563,0.0
0.0,0.007228553295,0.0,445.5858154,0.0
0.0,-0.01157820225,0.0,443.6654358,0.0
0.0,0.003864616156,0.0,444.5137634,0.0
0.0,0.006863474846,0.0,447.1917419,0.0
0.0,0.01192241907,0.0,449.5359192,0.0
0.0,-0.0221837312,0.0,444.4065552,0.0
0.0,0.003593415022,0.0,442.9016724,0.0
0.0,-0.00824034214,0.0,444.6965027,0.0
0.0,0.02623870969,0.0,442.7773132,0.0
0.0,0.009992718697,0.0,443.4335938,0.0
0.0,0.005710870028,0.0,444.0613403,0.0
0.0,-0.0108923763,0.0,441.0971985,0.0
0.0,0.009246915579,0.0,442.8294983,0.0
0.0,-0.01897364855,0.0,440.8813171,0.0
0.0,0.02057999372,0.0,439.4777222,0.0
0.0,0.00364035368,0.0,439.0653076,0.0
0.0,-0.00594817102,0.0,438.1434021,0.0
0.0,-0.00293366611,0.0,438.0320129,0.0
0.0,0.03437995911,0.0,439.0402832,0.0
0.0,0.03423392773,0.0,435.9931641,0.0
0.0,0.01059770584,0.0,434.358551,0.0
0.0,0.009278208017,0.0,434.3291931,0.0
0.0,0.0172317028,0.0,433.7926025,0.0
0.0,0.006858259439,0.0,434.3786011,0.0
