Time,G2.L2TV,G2.CPD,G2.TNL,G2.TTXD1_9,G2.L63QT_P_TRP,G2.L12HFD_P,G2.L12HFD_C
3/28/2025 15:05:58.757,1.0,79.87528229,91.16525269,880.6220093,0.0,0.0,0.0
3/28/2025 15:15:59.077,1.0,79.83924866,91.23678589,881.2376099,0.0,0.0,0.0
3/28/2025 15:25:59.397,1.0,79.20622253,91.14358521,879.7143555,0.0,0.0,0.0
3/28/2025 15:35:59.717,1.0,79.65218353,91.23873138,880.6018677,0.0,0.0,0.0
3/28/2025 15:46:00.037,1.0,79.1270752,90.2000885,878.171875,0.0,0.0,0.0
3/28/2025 15:56:00.357,1.0,79.17741394,90.12036896,880.100647,0.0,0.0,0.0
3/28/2025 16:06:00.677,1.0,79.23514557,90.08844757,878.87854,0.0,0.0,0.0
3/28/2025 16:16:00.997,1.0,79.25644684,90.00357056,880.8410034,0.0,0.0,0.0
3/28/2025 16:26:01.317,1.0,78.87519836,89.68973541,880.7172852,0.0,0.0,0.0
3/28/2025 16:36:01.637,1.0,78.73116302,89.80696869,881.565979,0.0,0.0,0.0
3/28/2025 16:46:01.957,1.0,79.40036774,90.01113892,882.800293,0.0,0.0,0.0
3/28/2025 16:56:02.277,1.0,78.73139954,89.88896942,879.7181396,0.0,0.0,0.0
3/28/2025 17:06:02.597,1.0,79.09107208,90.09603882,881.5738525,0.0,0.0,0.0
3/28/2025 17:16:02.917,1.0,78.86797333,89.98719025,879.8912354,0.0,0.0,0.0
3/28/2025 17:26:03.237,1.0,79.65229797,90.31929016,883.4241943,0.0,0.0,0.0
3/28/2025 17:36:03.557,1.0,78.52277374,89.7831192,879.9760742,0.0,0.0,0.0
3/28/2025 17:46:03.877,1.0,78.92550659,89.74204254,879.1140137,0.0,0.0,0.0
3/28/2025 17:56:04.197,1.0,78.70968628,89.53379822,877.0947876,0.0,0.0,0.0
3/28/2025 18:06:04.517,1.0,78.83920288,89.63874054,879.4365234,0.0,0.0,0.0
3/28/2025 18:16:04.837,1.0,79.27818298,89.91632843,880.890564,0.0,0.0,0.0
3/28/2025 18:26:05.157,1.0,78.90406799,89.61872864,879.5305176,0.0,0.0,0.0
3/28/2025 18:36:05.477,1.0,79.0908432,89.72105408,880.0003052,0.0,0.0,0.0
3/28/2025 18:46:05.797,1.0,78.86067963,89.52194214,877.387085,0.0,0.0,0.0
3/28/2025 18:56:06.117,1.0,78.69525909,89.58748627,875.3883057,0.0,0.0,0.0
3/28/2025 19:06:06.437,1.0,78.72406006,89.36688995,873.5006104,0.0,0.0,0.0
3/28/2025 19:16:06.757,1.0,78.90405273,89.46833038,873.9951782,0.0,0.0,0.0
3/28/2025 19:26:07.077,1.0,78.51542664,89.33426666,871.4629517,0.0,0.0,0.0
3/28/2025 19:36:07.397,1.0,78.70261383,89.33146667,870.7069702,0.0,0.0,0.0
3/28/2025 19:46:07.717,1.0,78.84633636,89.19132233,869.9297485,0.0,0.0,0.0
3/28/2025 19:56:08.037,1.0,78.21325684,88.77809143,866.4562378,0.0,0.0,0.0
3/28/2025 20:06:08.357,1.0,78.76729584,88.94987488,866.921875,0.0,0.0,0.0
3/28/2025 20:16:08.677,1.0,78.32830811,88.51844025,864.5430298,0.0,0.0,0.0
3/28/2025 20:26:08.997,1.0,78.42909241,88.49588013,863.5145264,0.0,0.0,0.0
3/28/2025 20:36:09.317,1.0,78.5945282,88.55474854,862.7981567,0.0,0.0,0.0
3/28/2025 20:46:09.637,1.0,78.01886749,88.31885529,861.335083,0.0,0.0,0.0
3/28/2025 20:56:09.957,1.0,79.03350067,88.77349091,864.1777344,0.0,0.0,0.0
3/28/2025 21:05:33.157,1.0,78.74571228,88.87389374,863.1939697,0.0,0.0,0.0
3/28/2025 21:06:33.317,1.0,78.78884888,88.9230957,862.6668091,0.0,0.0,0.0
3/28/2025 21:07:33.477,1.0,78.65934753,88.88710785,862.046814,0.0,0.0,0.0
3/28/2025 21:08:33.637,1.0,78.54425812,89.01181793,860.9125977,0.0,0.0,0.0
3/28/2025 21:09:33.797,1.0,78.52984619,88.89725494,861.1796265,0.0,0.0,0.0
3/28/2025 21:10:33.957,1.0,78.86081696,89.1003952,862.1253662,0.0,0.0,0.0
3/28/2025 21:11:34.117,1.0,78.83200836,89.20555878,862.4673462,0.0,0.0,0.0
3/28/2025 21:12:34.277,1.0,78.93268585,89.20803833,862.4284058,0.0,0.0,0.0
3/28/2025 21:13:34.437,1.0,79.06223297,89.23003387,862.2404785,0.0,0.0,0.0
3/28/2025 21:14:34.597,1.0,79.01187134,89.3131485,863.5942383,0.0,0.0,0.0
3/28/2025 21:15:34.757,1.0,78.95428467,89.25048828,862.0645752,0.0,0.0,0.0
3/28/2025 21:16:34.917,1.0,79.00473022,89.28833008,862.5167847,0.0,0.0,0.0
3/28/2025 21:17:35.077,1.0,78.70954895,89.08247375,860.9594116,0.0,0.0,0.0
3/28/2025 21:18:35.237,1.0,79.21357727,89.30570221,861.8539429,0.0,0.0,0.0
3/28/2025 21:19:35.397,1.0,78.84638214,89.17800903,861.1192627,0.0,0.0,0.0
3/28/2025 21:20:35.557,1.0,78.88239288,89.12141418,861.0881958,0.0,0.0,0.0
3/28/2025 21:21:35.717,1.0,78.947258,89.11120605,861.9044189,0.0,0.0,0.0
3/28/2025 21:22:35.877,1.0,79.03351593,89.28150177,862.0164185,0.0,0.0,0.0
3/28/2025 21:23:36.037,1.0,78.50823212,88.99794006,860.3912354,0.0,0.0,0.0
3/28/2025 21:24:36.197,1.0,79.14859772,89.2436676,860.9187012,0.0,0.0,0.0
3/28/2025 21:25:36.357,1.0,78.92559052,89.10379791,860.8018799,0.0,0.0,0.0
3/28/2025 21:26:36.517,1.0,78.68088531,88.95449829,859.7486572,0.0,0.0,0.0
3/28/2025 21:27:36.677,1.0,78.59446716,88.93017578,859.7803345,0.0,0.0,0.0
3/28/2025 21:28:36.837,1.0,78.71685028,89.04605103,860.0174561,0.0,0.0,0.0
3/28/2025 21:29:36.997,1.0,78.32847595,88.78514862,858.4976807,0.0,0.0,0.0
3/28/2025 21:30:37.157,1.0,77.94701385,88.64363861,856.4204712,0.0,0.0,0.0
3/28/2025 21:31:37.317,1.0,78.51541138,88.89172363,859.131897,0.0,0.0,0.0
3/28/2025 21:32:37.477,1.0,79.02639008,88.97113037,861.2974854,0.0,0.0,0.0
3/28/2025 21:33:37.637,1.0,78.58734894,88.76582336,860.092041,0.0,0.0,0.0
3/28/2025 21:34:37.797,1.0,78.98314667,88.9874649,865.067627,0.0,0.0,0.0
3/28/2025 21:35:37.957,1.0,78.48664093,88.6794281,859.4900513,0.0,0.0,0.0
3/28/2025 21:36:38.117,1.0,78.32843781,88.70239258,860.6054688,0.0,0.0,0.0
3/28/2025 21:37:38.277,1.0,78.70954895,88.71434021,860.7802124,0.0,0.0,0.0
3/28/2025 21:38:38.437,1.0,78.28525543,88.64945221,859.6834717,0.0,0.0,0.0
3/28/2025 21:39:38.597,1.0,78.42193604,88.57092285,859.6363525,0.0,0.0,0.0
3/28/2025 21:40:38.757,1.0,78.45069885,88.53491211,859.0439453,0.0,0.0,0.0
3/28/2025 21:41:38.917,1.0,77.91827393,88.3644104,856.8656616,0.0,0.0,0.0
3/28/2025 21:42:39.077,1.0,78.20603943,88.48430634,858.4771118,0.0,0.0,0.0
3/28/2025 21:43:39.237,1.0,78.47232819,88.50655365,859.7498779,0.0,0.0,0.0
3/28/2025 21:44:39.397,1.0,78.385849,88.4389267,858.1560669,0.0,0.0,0.0
3/28/2025 21:45:39.557,1.0,78.44346619,88.45658875,857.9284668,0.0,0.0,0.0
3/28/2025 21:46:39.717,1.0,78.65929413,88.57580566,858.0227051,0.0,0.0,0.0
3/28/2025 21:47:39.877,1.0,78.70259857,88.64425659,858.722229,0.0,0.0,0.0
3/28/2025 21:48:40.037,1.0,78.22766113,88.38417053,857.5505981,0.0,0.0,0.0
3/28/2025 21:49:40.197,1.0,78.19889832,88.42675781,857.4418335,0.0,0.0,0.0
3/28/2025 21:50:40.357,1.0,78.50106812,88.54833221,858.4053955,0.0,0.0,0.0
3/28/2025 21:51:40.517,1.0,77.99025726,88.36958313,856.1893921,0.0,0.0,0.0
3/28/2025 21:52:40.677,1.0,78.19174194,88.4800415,856.9450073,0.0,0.0,0.0
3/28/2025 21:53:40.837,1.0,78.61623383,88.64823151,858.6109009,0.0,0.0,0.0
3/28/2025 21:54:40.997,1.0,78.73856354,88.70637512,859.1643677,0.0,0.0,0.0
3/28/2025 21:55:41.157,1.0,78.78890228,88.75907898,857.5717163,0.0,0.0,0.0
3/28/2025 21:56:41.317,1.0,78.40039825,88.47059631,856.1399536,0.0,0.0,0.0
3/28/2025 21:57:41.477,1.0,78.78878784,88.58893585,857.8969116,0.0,0.0,0.0
3/28/2025 21:58:41.637,1.0,78.30682373,88.48521423,854.3936768,0.0,0.0,0.0
3/28/2025 21:59:41.797,1.0,78.31401825,88.4648056,855.6328125,0.0,0.0,0.0
3/28/2025 22:00:41.957,1.0,78.67378235,88.58588409,857.8234863,0.0,0.0,0.0
3/28/2025 22:01:42.117,1.0,78.74569702,88.64271545,857.1127319,0.0,0.0,0.0
3/28/2025 22:02:42.277,1.0,78.4436264,88.59993744,856.296936,0.0,0.0,0.0
3/28/2025 22:03:42.437,1.0,78.6880722,88.64394379,857.0814209,0.0,0.0,0.0
3/28/2025 22:04:42.597,1.0,78.30673218,88.55474854,855.4035645,0.0,0.0,0.0
3/28/2025 22:05:42.757,1.0,78.81049347,88.72444153,857.3115234,0.0,0.0,0.0
3/28/2025 22:06:42.917,1.0,78.45792389,88.59443665,855.5897827,0.0,0.0,0.0
3/28/2025 22:07:43.077,1.0,78.73132324,88.86190033,857.8858643,0.0,0.0,0.0
3/28/2025 22:08:43.237,1.0,79.10547638,89.03247833,858.9107056,0.0,0.0,0.0
3/28/2025 22:09:43.397,1.0,78.61618042,88.8327179,856.0223389,0.0,0.0,0.0
3/28/2025 22:10:43.557,1.0,78.87528992,88.93079376,856.4182739,0.0,0.0,0.0
3/28/2025 22:11:43.717,1.0,79.4003067,89.10749817,859.7208252,0.0,0.0,0.0
3/28/2025 22:12:43.877,1.0,78.78889465,88.9190979,855.7805176,0.0,0.0,0.0
3/28/2025 22:13:44.037,1.0,78.50109863,88.90155792,855.5513306,0.0,0.0,0.0
3/28/2025 22:14:44.197,1.0,78.24199677,88.8241272,853.4022827,0.0,0.0,0.0
3/28/2025 22:15:44.357,1.0,78.45061493,88.92986298,854.8016357,0.0,0.0,0.0
3/28/2025 22:16:44.517,1.0,79.00470734,89.01088715,856.2386475,0.0,0.0,0.0
3/28/2025 22:17:44.677,1.0,78.75286865,88.99824524,855.093689,0.0,0.0,0.0
3/28/2025 22:18:44.837,1.0,78.99032593,89.06024933,855.7477417,0.0,0.0,0.0
3/28/2025 22:19:44.997,1.0,78.88968658,89.03462982,856.4147339,0.0,0.0,0.0
3/28/2025 22:20:45.157,1.0,78.82479858,89.0170517,856.692627,0.0,0.0,0.0
3/28/2025 22:21:45.317,1.0,78.27079773,88.86159515,854.0620117,0.0,0.0,0.0
3/28/2025 22:22:45.477,1.0,78.94703674,89.05284119,855.2628174,0.0,0.0,0.0
3/28/2025 22:23:45.637,1.0,78.74565887,88.96527863,855.8338623,0.0,0.0,0.0
3/28/2025 22:24:45.797,1.0,78.57305145,88.90925598,854.0722046,0.0,0.0,0.0
3/28/2025 22:25:45.957,1.0,78.60186005,89.03092957,853.7341919,0.0,0.0,0.0
3/28/2025 22:26:46.117,1.0,78.86084747,89.04142761,853.9243774,0.0,0.0,0.0
3/28/2025 22:27:46.277,1.0,78.46499634,88.86988831,854.1781006,0.0,0.0,0.0
3/28/2025 22:28:46.437,1.0,78.77444458,89.03309631,854.0791016,0.0,0.0,0.0
3/28/2025 22:29:46.597,1.0,79.35719299,89.14923859,854.8841553,0.0,0.0,0.0
3/28/2025 22:30:46.757,1.0,79.15574646,89.10379791,856.2185059,0.0,0.0,0.0
3/28/2025 22:31:46.917,1.0,78.93275452,88.96619415,855.0255737,0.0,0.0,0.0
3/28/2025 22:32:47.077,1.0,78.37877655,88.73884583,853.5584106,0.0,0.0,0.0
3/28/2025 22:33:47.237,1.0,78.38596344,88.71770477,853.256958,0.0,0.0,0.0
3/28/2025 22:34:47.397,1.0,78.50827789,88.73363495,853.2819824,0.0,0.0,0.0
3/28/2025 22:35:47.557,1.0,78.70248413,88.70423126,853.2196045,0.0,0.0,0.0
3/28/2025 22:36:47.717,1.0,78.63061523,88.73149109,853.1776123,0.0,0.0,0.0
3/28/2025 22:37:47.877,1.0,78.35002136,88.60482025,851.4245605,0.0,0.0,0.0
3/28/2025 22:38:48.037,1.0,78.40761566,88.52881622,853.0969238,0.0,0.0,0.0
3/28/2025 22:39:48.197,1.0,78.32860565,88.49862671,852.1271362,0.0,0.0,0.0
3/28/2025 22:40:48.357,1.0,78.62334442,88.52729034,852.286377,0.0,0.0,0.0
3/28/2025 22:41:48.517,1.0,78.20618439,88.32068634,851.2571411,0.0,0.0,0.0
3/28/2025 22:42:48.677,1.0,77.96875763,88.13982391,850.776062,0.0,0.0,0.0
3/28/2025 22:43:48.837,1.0,79.083992,88.36745453,853.0556641,0.0,0.0,0.0
3/28/2025 22:44:48.997,1.0,78.48686218,88.20002747,851.1641235,0.0,0.0,0.0
3/28/2025 22:45:49.157,1.0,78.50817871,88.19760132,851.2243652,0.0,0.0,0.0
3/28/2025 22:46:49.317,1.0,78.44341278,88.09207916,850.4689941,0.0,0.0,0.0
3/28/2025 22:47:49.477,1.0,78.50817108,88.08211517,850.0723267,0.0,0.0,0.0
3/28/2025 22:48:49.637,1.0,78.57314301,88.09780884,851.1044312,0.0,0.0,0.0
3/28/2025 22:49:49.797,1.0,78.65935516,88.1612854,851.1083984,0.0,0.0,0.0
3/28/2025 22:50:49.957,1.0,78.62332916,88.0799942,851.569458,0.0,0.0,0.0
3/28/2025 22:51:50.117,1.0,78.54431152,87.99554443,851.8288574,0.0,0.0,0.0
3/28/2025 22:52:50.277,1.0,78.63061523,88.02207184,849.901062,0.0,0.0,0.0
3/28/2025 22:53:50.437,1.0,78.08379364,87.80670166,848.5633545,0.0,0.0,0.0
3/28/2025 22:54:50.597,1.0,78.69542694,87.947052,849.5836792,0.0,0.0,0.0
3/28/2025 22:55:50.757,1.0,78.42913818,87.77731323,848.5487061,0.0,0.0,0.0
3/28/2025 22:56:50.917,1.0,78.13407135,87.6485672,847.9264526,0.0,0.0,0.0
3/28/2025 22:57:51.077,1.0,78.40028381,87.66441345,848.1216431,0.0,0.0,0.0
3/28/2025 22:58:51.237,1.0,78.50836945,87.70690155,848.6574707,0.0,0.0,0.0
3/28/2025 22:59:51.397,1.0,77.97598267,87.41033936,846.8858032,0.0,0.0,0.0
3/28/2025 23:00:51.557,1.0,78.3499527,87.53212738,847.1901245,0.0,0.0,0.0
3/28/2025 23:01:51.717,1.0,78.49391937,87.59358978,847.7677612,0.0,0.0,0.0
3/28/2025 23:02:51.877,1.0,78.16280365,87.54106903,846.9442139,0.0,0.0,0.0
3/28/2025 23:03:52.037,1.0,78.14851379,87.43145752,846.5892944,0.0,0.0,0.0
3/28/2025 23:04:52.197,1.0,77.94696045,87.42967224,846.6676025,0.0,0.0,0.0
3/28/2025 23:05:52.357,1.0,78.48670197,87.52645874,846.5872803,0.0,0.0,0.0
3/28/2025 23:06:52.517,1.0,78.14124298,87.4415741,846.8397217,0.0,0.0,0.0
3/28/2025 23:07:52.677,1.0,77.86803436,87.37645721,845.8909302,0.0,0.0,0.0
3/28/2025 23:08:52.837,1.0,78.07667542,87.50380707,845.4160767,0.0,0.0,0.0
3/28/2025 23:09:52.997,1.0,78.33559418,87.51512909,845.9536743,0.0,0.0,0.0
3/28/2025 23:10:53.157,1.0,77.96861267,87.42163849,846.0651855,0.0,0.0,0.0
3/28/2025 23:11:53.317,1.0,78.26367188,87.5231781,845.7889404,0.0,0.0,0.0
3/28/2025 23:12:53.477,1.0,77.90389252,87.36219025,845.1759644,0.0,0.0,0.0
3/28/2025 23:13:53.637,1.0,77.89678955,87.41777039,844.8192139,0.0,0.0,0.0
3/28/2025 23:14:53.797,1.0,78.58029175,87.57985687,845.8475952,0.0,0.0,0.0
3/28/2025 23:15:53.957,1.0,78.41442871,87.55568695,845.5316162,0.0,0.0,0.0
3/28/2025 23:16:54.117,1.0,78.17003632,87.45883179,845.3535767,0.0,0.0,0.0
3/28/2025 23:17:54.277,1.0,77.86069489,87.41955566,844.6258545,0.0,0.0,0.0
3/28/2025 23:18:54.437,1.0,77.88236237,87.50648499,844.1670532,0.0,0.0,0.0
3/28/2025 23:19:54.597,1.0,77.93991852,87.54047394,844.012085,0.0,0.0,0.0
3/28/2025 23:20:54.757,1.0,78.58037567,87.74224091,845.8847046,0.0,0.0,0.0
3/28/2025 23:21:54.917,1.0,78.46513367,87.65364838,845.2654419,0.0,0.0,0.0
3/28/2025 23:22:55.077,1.0,78.19883728,87.60374451,844.9420166,0.0,0.0,0.0
3/28/2025 23:23:55.237,1.0,78.50110626,87.77220917,845.760437,0.0,0.0,0.0
3/28/2025 23:24:55.397,1.0,78.34996796,87.75812531,845.6091919,0.0,0.0,0.0
3/28/2025 23:25:55.557,1.0,78.24214935,87.71259308,844.7050781,0.0,0.0,0.0
3/28/2025 23:26:55.717,1.0,78.70253754,87.93923187,846.2491455,0.0,0.0,0.0
3/28/2025 23:27:55.877,1.0,78.4362793,87.83641815,845.4326172,0.0,0.0,0.0
3/28/2025 23:28:56.037,1.0,77.96874237,87.74793243,844.802124,0.0,0.0,0.0
3/28/2025 23:29:56.197,1.0,78.57303619,87.94976044,845.8632813,0.0,0.0,0.0
3/28/2025 23:30:56.357,1.0,78.43634033,87.95668793,845.4719238,0.0,0.0,0.0
3/28/2025 23:31:56.517,1.0,78.31408691,87.87006378,845.6759033,0.0,0.0,0.0
3/28/2025 23:32:56.677,1.0,78.55137634,87.93682098,845.711792,0.0,0.0,0.0
3/28/2025 23:33:56.837,1.0,78.472229,87.94494629,846.7347412,0.0,0.0,0.0
3/28/2025 23:34:56.997,1.0,78.01189423,87.78301239,844.5529785,0.0,0.0,0.0
3/28/2025 23:35:57.157,1.0,78.44351959,87.94313812,845.5736084,0.0,0.0,0.0
3/28/2025 23:36:57.317,1.0,78.19174957,87.88508606,845.1057129,0.0,0.0,0.0
3/28/2025 23:37:57.477,1.0,78.49391174,87.9160614,845.4569092,0.0,0.0,0.0
3/28/2025 23:38:57.637,1.0,78.29956055,87.88508606,844.8179932,0.0,0.0,0.0
3/28/2025 23:39:57.797,1.0,78.70262146,88.05162811,845.5913086,0.0,0.0,0.0
3/28/2025 23:40:57.957,1.0,78.19171906,87.94674683,844.7854614,0.0,0.0,0.0
3/28/2025 23:41:58.117,1.0,78.35722351,87.9756546,844.7627563,0.0,0.0,0.0
3/28/2025 23:42:58.277,1.0,78.31401825,87.95217133,844.5269165,0.0,0.0,0.0
3/28/2025 23:43:58.437,1.0,79.01913452,88.18761444,846.0358887,0.0,0.0,0.0
3/28/2025 23:44:58.597,1.0,78.41466522,87.9828949,844.4799805,0.0,0.0,0.0
3/28/2025 23:45:58.757,1.0,78.1053772,87.81960297,842.2608032,0.0,0.0,0.0
3/28/2025 23:46:58.917,1.0,78.39323425,88.01030731,843.9940186,0.0,0.0,0.0
3/28/2025 23:47:59.077,1.0,78.50107574,87.97445679,843.9909668,0.0,0.0,0.0
3/28/2025 23:48:59.237,1.0,78.10540771,87.86435699,843.5759888,0.0,0.0,0.0
3/28/2025 23:49:59.397,1.0,78.36442566,87.92809296,843.1535034,0.0,0.0,0.0
3/28/2025 23:50:59.557,1.0,78.45082092,87.9756546,843.9175415,0.0,0.0,0.0
3/28/2025 23:51:59.717,1.0,78.31390381,87.88809204,843.5080566,0.0,0.0,0.0
3/28/2025 23:52:59.877,1.0,78.20613861,87.8868866,843.2798462,0.0,0.0,0.0
3/28/2025 23:54:00.037,1.0,78.27085114,87.91876984,842.7313843,0.0,0.0,0.0
